locationId,odsCode,name,region,localAuthority,postalCode,onspdIcbCode,onspdIcbName,registrationStatus,overallRating,overallReportDate,safeRating,effectiveRating,caringRating,responsiveRating,well-ledRating
1-583911750,F81213,Thorpe-le-Soken Surgery,East,Essex,CO16 0EA,E54000066,NHS Essex Integrated Care Board,Registered,,,,,,,
1-583913904,E87029,The Portland Road Practice,London,Kensington and Chelsea,W11 4LA,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2019-03-18,Good,Good,Good,Good,Good
1-583917053,D82013,Old Catton Medical Practice,East,Norfolk,NR6 7HQ,E54000068,NHS Norfolk and Suffolk Integrated Care Board,Registered,Good,2018-12-07,Good,Good,Good,Good,Good
1-583922940,E85113,Redwood Practice,London,Hounslow,TW3 2DY,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2019-12-27,Good,Good,Good,Good,Good
1-583929825,F83021,Ritchie Street Group Practice,London,Islington,N1 0DG,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-583940264,G81022,Sovereign Practice,South East,East Sussex,BN22 7PG,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Good,2017-08-31,Good,Good,Good,Good,Good
1-583943756,C83650,The Wragby Surgery,East Midlands,Lincolnshire,LN8 5DA,E54000013,NHS Lincolnshire Integrated Care Board,Registered,Good,2016-01-28,Good,Good,Good,Good,Good
1-583947821,K82048,Stokenchurch Medical Centre,South East,Buckinghamshire,HP14 3SX,E54000070,NHS Thames Valley Integrated Care Board,Registered,Good,2016-06-23,Good,Good,Good,Good,Good
1-583949433,M83625,Dr VSR Chadalavada & Partners,West Midlands,Stoke-on-Trent,ST2 8DH,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2017-03-29,Good,Good,Good,Good,Good
1-583958502,E85005,The Westway Surgery,London,Hammersmith and Fulham,W12 0PT,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2022-05-03,Good,Requires improvement,Good,Good,Good
1-583968524,F85019,The Morris House Group Practice,London,Haringey,N17 6AA,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2017-03-22,Good,Good,Good,Good,Good
1-583969135,F82042,King Edwards Medical Centre,London,Barking and Dagenham,IG11 7TB,E54000029,NHS North East London Integrated Care Board,Registered,,,,,,,
1-584006040,M83102,Potteries Medical Centre,West Midlands,Stoke-on-Trent,ST2 0JG,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2017-08-18,Good,Good,Good,Good,Good
1-584020720,N83027,Central Surgery,North West,St. Helens,WA10 2DJ,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,Good,2016-11-22,Good,Good,Good,Good,Good
1-584024897,E84061,Elliott Hall Medical Centre,London,Harrow,HA5 4EA,E54000071,NHS West and North London Integrated Care Board,Registered,Outstanding,2017-03-28,Outstanding,Outstanding,Outstanding,Outstanding,Outstanding
1-584044017,Y00316,Woodlands Medical Practice,London,Barnet,N2 8BG,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2021-10-25,Good,Good,Good,Good,Good
1-584061325,M81627,DeMontfort Medical Centre,West Midlands,Worcestershire,WR11 3HD,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,Registered,Good,2019-02-04,Good,Good,Good,Good,Good
1-584073530,M81074,Pershore Medical Practice,West Midlands,Worcestershire,WR10 1PX,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,Registered,Good,2022-11-10,Good,Good,Good,Good,Good
1-584099843,H82053,Furnace Green Surgery,South East,West Sussex,RH10 6JN,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Good,2016-12-06,Good,Good,Good,Good,Good
1-584102146,J83005,The Barcroft Practice,South West,Wiltshire,SP4 7DL,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",Registered,Good,2018-11-28,Good,Good,Good,Outstanding,Good
1-584125090,H81090,Woodbridge Hill Surgery,South East,Surrey,GU2 8YB,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Good,2017-08-10,Good,Good,Good,Good,Good
1-584148352,M86027,The Cheylesmore Surgery,West Midlands,Coventry,CV3 5PZ,E54000018,NHS Coventry and Warwickshire Integrated Care Board,Registered,Good,2018-08-14,Good,Good,Good,Good,Good
1-584167760,C88076,Devonshire Green Medical Centre,Yorkshire & Humberside,Sheffield,S3 7SF,E54000061,NHS South Yorkshire Integrated Care Board,Registered,Good,2017-08-02,Good,Good,Good,Good,Good
1-584185614,K81040,Milman & Kennet Surgery,South East,Reading,RG2 0AR,E54000070,NHS Thames Valley Integrated Care Board,Registered,Good,2017-07-03,Good,Good,Good,Good,Good
1-584190392,M83123,Birches Head Medical Centre,West Midlands,Stoke-on-Trent,ST1 6RS,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2017-08-23,Good,Good,Good,Good,Good
1-584230926,C88020,The White House Surgery,Yorkshire & Humberside,Sheffield,S2 1SL,E54000061,NHS South Yorkshire Integrated Care Board,Registered,Good,2017-03-09,Good,Good,Good,Good,Good
1-5842428535,Y06275,Nelson Medical Centre,East,Norfolk,NR31 0DW,E54000068,NHS Norfolk and Suffolk Integrated Care Board,Registered,Good,2020-01-16,Good,Good,Requires improvement,Good,Good
1-584544460,A88009,Dr Thorniley-Walker and Partners,North East,South Tyneside,NE35 9AN,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,Good,2019-01-22,Good,Good,Good,Good,Good
1-584579070,E85088,Elmbank Surgery,London,Ealing,W7 3DD,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2017-05-24,Good,Good,Good,Good,Good
1-584584212,L83066,Mount Pleasant Health Centre,South West,Devon,EX4 7BW,E54000037,NHS Devon Integrated Care Board,Registered,Good,2019-01-17,Good,Good,Good,Good,Good
1-584605195,F84096,The Lawson Practice,London,Hackney,N1 5HZ,E54000029,NHS North East London Integrated Care Board,Registered,,,,,,,
1-584620015,K81034,Crosby House Surgery,South East,Slough,SL1 3NY,E54000070,NHS Thames Valley Integrated Care Board,Registered,Good,2016-12-28,Good,Good,Good,Good,Good
1-584627497,C84051,Orchard Medical Practice,East Midlands,Nottinghamshire,NG18 5GG,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Registered,Outstanding,2016-09-12,Good,Good,Outstanding,Good,Outstanding
1-584632915,J81020,Bere Regis Surgery,South West,Dorset,BH20 7HB,E54000041,NHS Dorset Integrated Care Board,Registered,Good,2016-10-14,Good,Good,Good,Good,Good
1-584642339,M82023,Dr Guildford and Partners,West Midlands,Shropshire,SY4 2DR,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Registered,Good,2016-03-10,Good,Good,Good,Good,Good
1-584658626,C82096,Hugglescote Surgery,East Midlands,Leicestershire,LE67 2BS,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Registered,Good,2017-03-29,Good,Good,Good,Good,Good
1-5846665102,C81611,Ashover Medical Centre,East Midlands,Derbyshire,S45 0BA,E54000058,NHS Derby and Derbyshire Integrated Care Board,Registered,Good,2020-09-16,Good,Good,Good,Good,Good
1-584666531,E85128,Sands End Health Clinic,London,Hammersmith and Fulham,SW6 2FE,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2017-06-19,Good,Good,Good,Good,Good
1-584676120,P84026,Dr Pirzada Anwer and Dr Asif Javid,North West,Manchester,M13 0WQ,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2016-06-30,Good,Good,Good,Good,Good
1-584676876,N83010,Rainhill Village Surgery,North West,St. Helens,L35 4LP,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,,,,,,,
1-584680858,H84027,Churchill Medical Centre,London,Kingston upon Thames,KT2 6PG,E54000031,NHS South West London Integrated Care Board,Registered,Good,2023-12-07,Good,Good,Good,Good,Good
1-584681094,H84034,The Orchard Practice,London,Kingston upon Thames,KT9 1AG,E54000031,NHS South West London Integrated Care Board,Registered,Good,2019-02-11,Good,Good,Good,Good,Good
1-584697762,H83001,Portland Medical Centre,London,Croydon,SE25 4QB,E54000031,NHS South West London Integrated Care Board,Registered,Good,2017-08-17,Good,Good,Good,Good,Good
1-584713106,N82054,Abercromby Family Practice,North West,Liverpool,L7 7HG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,Good,2021-06-11,Good,Good,Good,Good,Good
1-584714639,B87008,Lupset Health Centre,Yorkshire & Humberside,Wakefield,WF2 8FE,E54000054,NHS West Yorkshire Integrated Care Board,Registered,,,,,,,
1-584729232,P81027,Irwell Medical Practice,North West,Lancashire,OL13 9NR,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Registered,Outstanding,2018-01-05,Good,Good,Outstanding,Good,Outstanding
1-584744376,A85001,Fell Tower Medical Centre,North East,Gateshead,NE9 5EY,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,,,,,,,
1-584765205,H81133,The Integrated Care Partnership,South East,Surrey,KT17 4BL,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Good,2016-08-19,Good,Good,Good,Good,Good
1-584798635,P86614,Dr Abid Hamid,North West,Rochdale,OL11 1DN,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2018-02-16,Good,Good,Good,Good,Good
1-584799345,F82001,Halbutt Street Medical Practice,London,Barking and Dagenham,RM9 5AS,E54000029,NHS North East London Integrated Care Board,Registered,Requires improvement,2022-09-13,Requires improvement,Good,Requires improvement,Requires improvement,Requires improvement
1-584804511,N84017,Churchtown Medical Centre,North West,Sefton,PR9 7LT,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,Good,2023-07-14,Good,Good,Good,Requires improvement,Good
1-584820523,H85018,Mulgrave Road Surgery,London,Sutton,SM2 6LX,E54000031,NHS South West London Integrated Care Board,Registered,Good,2016-12-05,Good,Good,Good,Good,Good
1-584825612,P84644,Parkside Medical Centre,North West,Manchester,M12 5RU,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2016-09-23,Good,Good,Good,Good,Good
1-584831316,C86012,"Drs Phillips, Harding and Eggitt",Yorkshire & Humberside,Doncaster,DN4 6BU,E54000061,NHS South Yorkshire Integrated Care Board,Registered,Good,2019-03-21,Good,Good,Good,Good,Good
1-584832384,H85029,Wide Way Surgery,London,Merton,CR4 1BP,E54000031,NHS South West London Integrated Care Board,Registered,Outstanding,2018-11-05,Good,Good,Good,Outstanding,Outstanding
1-584836850,H81632,The Orchard Surgery,South East,Surrey,TW15 1HH,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,,,,,,,
1-584845262,J82208,St Peters Surgery,South East,Southampton,SO19 9RL,E54000067,NHS Hampshire and Isle of Wight Integrated Care Board,Registered,Good,2017-06-22,Good,Good,Good,Good,Good
1-584847943,C88027,Upwell Street Surgery,Yorkshire & Humberside,Sheffield,S4 8AN,E54000061,NHS South Yorkshire Integrated Care Board,Registered,Good,2017-01-23,Good,Good,Good,Good,Good
1-584856305,G84627,Green Street Green Medical Centre,London,Bromley,BR6 6BG,E54000030,NHS South East London Integrated Care Board,Registered,Good,2016-12-01,Good,Good,Good,Good,Good
1-584863679,P84029,Benchill Medical Practice,North West,Manchester,M22 9UH,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2017-05-12,Good,Good,Good,Good,Good
1-584884419,M83020,Cumberland House,West Midlands,Staffordshire,ST15 8AP,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,,,,,,,
1-584888930,L83056,Rolle Medical Partnership,South West,Devon,EX8 2JF,E54000037,NHS Devon Integrated Care Board,Registered,Outstanding,2022-10-28,Good,Good,Outstanding,Outstanding,Good
1-584905499,F81081,Queensway Surgery,East,Southend-on-Sea,SS1 2AB,E54000066,NHS Essex Integrated Care Board,Registered,Good,2019-01-10,Good,Good,Good,Good,Good
1-584905591,N84023,Bridge Road Medical Centre,North West,Sefton,L21 6PH,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,,,,,,,
1-584911439,N84012,Ainsdale Medical Centre,North West,Sefton,PR8 3HW,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,,,,,,,
1-584923088,H81040,Station Road Surgery,South East,Surrey,GU16 7HG,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Good,2016-09-05,Good,Good,Good,Good,Good
1-584924244,C82075,Castle Mead Medical Centre,East Midlands,Leicestershire,LE10 1DS,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Registered,,,,,,,
1-584929579,M84002,Pool Medical Centre,West Midlands,Warwickshire,B80 7QU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,Registered,Good,2017-04-12,Good,Good,Good,Outstanding,Good
1-584952137,F82038,Valence Medical Centre,London,Barking and Dagenham,RM8 3RH,E54000029,NHS North East London Integrated Care Board,Registered,Good,2019-03-20,Good,Good,Good,Good,Good
1-584963261,C81025,Dronfield Medical Practice,East Midlands,Derbyshire,S18 1PY,E54000058,NHS Derby and Derbyshire Integrated Care Board,Registered,Good,2019-10-31,Good,Good,Good,Good,Good
1-584965684,M84040,Sherbourne Medical Centre,West Midlands,Warwickshire,CV32 4RA,E54000018,NHS Coventry and Warwickshire Integrated Care Board,Registered,Good,2016-12-21,Good,Good,Good,Good,Good
1-584976102,K82073,Westongrove Partnership - Wendover Health Centre,South East,Buckinghamshire,HP22 6LD,E54000070,NHS Thames Valley Integrated Care Board,Registered,Good,2018-06-11,Good,Good,Good,Good,Outstanding
1-584983961,F82010,Petersfield Surgery,London,Havering,RM3 9PD,E54000029,NHS North East London Integrated Care Board,Registered,,,,,,,
1-584997956,N85629,Egremont Medical Centre,North West,Wirral,CH44 8AT,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,Good,2017-03-27,Good,Good,Good,Good,Good
1-585010763,N82062,Fulwood Green Medical Centre,North West,Liverpool,L17 5AR,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,,,,,,,
1-585018876,B85650,Dr Mahmood & Partners,Yorkshire & Humberside,Kirklees,WF13 3JY,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2024-02-20,Good,Good,Good,Requires improvement,Good
1-585077196,F84747,Barkantine Practice,London,Tower Hamlets,E14 8JH,E54000029,NHS North East London Integrated Care Board,Registered,Good,2017-02-14,Good,Good,Good,Good,Outstanding
1-585078956,K83621,Maple Access Surgery,East Midlands,West Northamptonshire,NN1 1LG,E54000059,NHS Northamptonshire Integrated Care Board,Registered,Good,2021-07-21,Good,Good,Good,Good,Good
1-585109177,E84647,Kenton Clinic,London,Brent,HA3 0UQ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2020-07-10,Good,Good,Good,Good,Good
1-585117182,C84037,The Abbey Medical Group,East Midlands,Nottinghamshire,NG21 0RB,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Registered,Good,2016-03-23,Good,Good,Good,Good,Good
1-585118096,D82088,UEA Medical Centre,East,Norfolk,NR4 7TJ,E54000068,NHS Norfolk and Suffolk Integrated Care Board,Registered,Good,2018-10-18,Good,Good,Good,Good,Good
1-585120088,A85611,Pelaw Medical Practice,North East,Gateshead,NE10 0RR,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,Good,2016-05-27,Good,Good,Good,Good,Good
1-585133416,G83001,Manor Brook PMS,London,Greenwich,SE3 0EN,E54000030,NHS South East London Integrated Care Board,Registered,Good,2016-09-22,Good,Good,Good,Good,Good
1-585137348,K82053,Priory Surgery,South East,Buckinghamshire,HP13 6SH,E54000070,NHS Thames Valley Integrated Care Board,Registered,Good,2016-10-12,Good,Good,Good,Good,Good
1-585159374,G81031,Harold Road Surgery,South East,East Sussex,TN35 5NH,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Inadequate,2023-08-18,Inadequate,Requires improvement,Good,Good,Inadequate
1-585166697,C83075,Vine Street Surgery,East Midlands,Lincolnshire,NG31 6RQ,E54000013,NHS Lincolnshire Integrated Care Board,Registered,Good,2016-08-04,Good,Good,Good,Good,Good
1-585175036,K83010,Delapre Medical Centre,East Midlands,West Northamptonshire,NN4 8QF,E54000059,NHS Northamptonshire Integrated Care Board,Registered,,,,,,,
1-585202745,N84011,Eastview Surgery,North West,Sefton,L22 4QD,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,Good,2017-10-11,Good,Good,Good,Good,Good
1-585217311,C85028,KH Medical,Yorkshire & Humberside,Barnsley,S71 5PN,E54000061,NHS South Yorkshire Integrated Care Board,Registered,Good,2020-04-23,Good,Good,Good,Good,Good
1-585217328,C85009,KH Medical,Yorkshire & Humberside,Barnsley,S70 4NW,E54000061,NHS South Yorkshire Integrated Care Board,Registered,Good,2020-03-19,Good,Requires improvement,Good,Good,Good
1-585225251,Y02622,Blackfriars Medical Practice,North West,Salford,M3 6AF,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2024-02-07,Good,Good,Good,Requires improvement,Good
1-585226743,B87032,Station Lane Medical Centre,Yorkshire & Humberside,Wakefield,WF7 6JL,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2019-02-04,Good,Good,Good,Good,Good
1-585244118,L83118,Chelston Hall Surgery,South West,Torbay,TQ2 6HW,E54000037,NHS Devon Integrated Care Board,Registered,Good,2017-11-15,Good,Good,Good,Good,Good
1-585244293,N82109,Dr S C & A K Thakur Speke Neighbourhood Health Centre,North West,Liverpool,L24 2SF,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,Good,2016-07-26,Good,Good,Good,Good,Good
1-585244819,C88030,Duke Medical Centre,Yorkshire & Humberside,Sheffield,S2 2TD,E54000061,NHS South Yorkshire Integrated Care Board,Registered,Good,2018-07-06,Good,Good,Good,Good,Good
1-585254496,G85644,The Gardens Surgery,London,Southwark,SE22 9QU,E54000030,NHS South East London Integrated Care Board,Registered,Good,2016-11-03,Good,Good,Good,Good,Good
1-585260441,P84669,Cornbrook Medical Practice,North West,Manchester,M15 4EA,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2016-09-06,Good,Good,Good,Good,Good
1-585292252,M84004,Whitehall Medical Practice,West Midlands,Warwickshire,CV21 3AQ,E54000018,NHS Coventry and Warwickshire Integrated Care Board,Registered,,,,,,,
1-585366086,G81016,Quayside Medical Practice,South East,East Sussex,BN9 9PW,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Outstanding,2016-08-18,Good,Good,Outstanding,Outstanding,Outstanding
1-585385456,A84005,Bedlingtonshire Medical Group,North East,Northumberland,NE22 6JX,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,Outstanding,2016-04-29,Outstanding,Outstanding,Good,Outstanding,Outstanding
1-585404916,M83022,Hazeldene House Surgery,West Midlands,Staffordshire,ST18 0SU,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2022-01-14,Good,Good,Good,Good,Good
1-585418343,K83622,Great Oakley Medical Centre,East Midlands,North Northamptonshire,NN18 8LU,E54000059,NHS Northamptonshire Integrated Care Board,Registered,,,,,,,
1-585445602,C86007,The Burns Practice,Yorkshire & Humberside,Doncaster,DN1 2EG,E54000061,NHS South Yorkshire Integrated Care Board,Registered,Good,2016-07-25,Good,Good,Good,Outstanding,Good
1-585464658,M83025,Miller Street Surgery,West Midlands,Staffordshire,ST5 1JD,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2017-08-14,Good,Good,Good,Good,Good
1-585486725,M82022,The Caxton Surgery,West Midlands,Shropshire,SY11 1RD,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",Registered,,,,,,,
1-585707627,E85058,Blue Wing Family Doctor Unit,London,Hounslow,TW3 3EL,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2017-10-16,Good,Good,Good,Good,Good
1-586168808,L84060,Cam & Uley Family Practice,South West,Gloucestershire,GL11 5NE,E54000043,NHS Gloucestershire Integrated Care Board,Registered,,,,,,,
1-586176245,C84045,Collingham Medical Centre,East Midlands,Nottinghamshire,NG23 7LB,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,Registered,Good,2018-03-06,Good,Good,Good,Good,Good
1-586187273,H85063,Dr Scott & Partners,London,Sutton,SM3 8EP,E54000031,NHS South West London Integrated Care Board,Registered,Good,2022-03-22,Good,Good,Good,Requires improvement,Good
1-586205460,E85060,Kingfisher Practice,London,Hounslow,TW3 2DY,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2016-08-10,Good,Good,Good,Good,Good
1-586215185,F82009,North Street Medical Care,London,Havering,RM1 4QJ,E54000029,NHS North East London Integrated Care Board,Registered,,,,,,,
1-586222166,B85024,"Dr Nazareth, Dr Hameed, Dr Frankland and Dr Ihsan",Yorkshire & Humberside,Kirklees,HD5 9XP,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2019-10-28,Good,Good,Good,Good,Good
1-586228936,E87008,Dr Creme and Partners,London,Westminster,W2 1LQ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2016-05-18,Good,Good,Good,Good,Good
1-586241303,H81021,The Mill Medical Practice,South East,Surrey,GU7 1JW,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,,,,,,,
1-586270796,B82029,Doctors Lane Surgery,Yorkshire & Humberside,North Yorkshire,DL11 7TH,E54000051,NHS Humber and North Yorkshire Integrated Care Board,Registered,Good,2024-01-10,Good,Good,Good,Good,Good
1-586279693,C87017,Clifton Medical Centre,Yorkshire & Humberside,Rotherham,S65 1DA,E54000061,NHS South Yorkshire Integrated Care Board,Registered,Good,2017-03-24,Good,Outstanding,Good,Good,Good
1-586320988,K83017,Wansford & Kings Cliffe Practice,East Midlands,North Northamptonshire,PE8 6PL,E54000059,NHS Northamptonshire Integrated Care Board,Registered,Good,2016-06-22,Good,Good,Good,Good,Good
1-586321288,F86009,The Palms Medical Centre,London,Redbridge,IG2 7NW,E54000029,NHS North East London Integrated Care Board,Registered,,,,,,,
1-586322637,A81046,Woodlands Family Medical Centre,North East,Stockton-on-Tees,TS18 1YE,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,Good,2018-12-14,Good,Good,Good,Good,Good
1-586363719,F81112,Highlands Surgery,East,Southend-on-Sea,SS9 2SQ,E54000066,NHS Essex Integrated Care Board,Registered,,,,,,,
1-586377650,M83038,Orchard Surgery,West Midlands,Stoke-on-Trent,ST6 8HY,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2019-04-05,Good,Good,Good,Good,Good
1-586404729,P81081,Arnold Medical Centre,North West,Blackpool,FY4 2EF,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Registered,Good,2016-07-13,Good,Good,Outstanding,Good,Good
1-586406728,M81044,Alton Street Surgery,West Midlands,"Herefordshire, County of",HR9 5AB,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,Registered,Outstanding,2018-05-16,Good,Good,Good,Outstanding,Outstanding
1-586407111,M83140,Higherland Surgery,West Midlands,Staffordshire,ST5 2UE,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2017-03-09,Good,Good,Good,Good,Good
1-586416710,E85107,The Mill Hill Surgery,London,Ealing,W3 8QH,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-586431588,K83007,Harborough Field Surgery,East Midlands,North Northamptonshire,NN10 0GP,E54000059,NHS Northamptonshire Integrated Care Board,Registered,Good,2016-12-22,Good,Good,Good,Good,Good
1-586496851,D83017,Needham Market Country Practice,East,Suffolk,IP6 8EZ,E54000068,NHS Norfolk and Suffolk Integrated Care Board,Registered,Good,2018-05-03,Good,Good,Good,Good,Good
1-586521787,L84051,Chipping Surgery,South West,Gloucestershire,GL12 7BD,E54000043,NHS Gloucestershire Integrated Care Board,Registered,Good,2016-11-10,Good,Good,Good,Good,Good
1-586536014,F81683,Blyth's Meadow Surgery,East,Essex,CM7 3JN,E54000066,NHS Essex Integrated Care Board,Registered,Good,2016-03-10,Good,Good,Good,Good,Good
1-586546809,C81073,Macklin Street Surgery,East Midlands,Derby,DE1 1JX,E54000058,NHS Derby and Derbyshire Integrated Care Board,Registered,Outstanding,2016-09-19,Good,Outstanding,Good,Good,Outstanding
1-586547319,P84650,The Alexandra Practice,North West,Manchester,M16 8NG,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2019-03-11,Good,Good,Good,Good,Good
1-586646610,N82019,Langbank Medical Centre,North West,Liverpool,L11 1AD,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,Good,2021-11-05,Good,Good,Good,Good,Good
1-5869763811,H85682,Tudor Lodge Health Centre,London,Wandsworth,SW19 6AE,E54000031,NHS South West London Integrated Care Board,Registered,Good,2022-10-06,Good,Good,Good,Good,Good
1-587458676,P82002,Dr Mirza and Partners,North West,Bolton,BL3 5HP,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2022-06-24,Good,Good,Good,Good,Good
1-587569635,J83029,Tinkers Lane Surgery,South West,Wiltshire,SN4 7AT,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",Registered,Good,2020-03-10,Good,Good,Good,Good,Good
1-587595945,E86615,Acrefield Surgery,London,Hillingdon,HA4 0QR,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2016-11-17,Good,Good,Good,Good,Good
1-587756695,E86041,Acre Surgery,London,Hillingdon,HA6 1TQ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2017-03-17,Good,Good,Good,Good,Good
1-5891890148,M91654,Pelsall Village Surgery,West Midlands,Walsall,WS3 4LX,E54000062,NHS Black Country Integrated Care Board,Registered,,,,,,,
1-589434402,C83039,Moulton Medical Centre,East Midlands,Lincolnshire,PE12 6QB,E54000013,NHS Lincolnshire Integrated Care Board,Registered,Good,2017-05-10,Good,Good,Good,Good,Good
1-589450440,J83014,The Castle Practice,South West,Wiltshire,SP11 9RA,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",Registered,Good,2016-07-21,Good,Good,Good,Good,Good
1-589456746,E85628,"Dr Reynolds, Dr Waters, Dr Arfeen & Dr Varma",London,Ealing,W7 2JJ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2016-09-21,Good,Good,Good,Good,Good
1-589456906,E85049,Belmont Medical Centre,London,Ealing,UB2 5DU,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2016-04-18,Good,Good,Good,Good,Good
1-589473845,H81126,Tattenham Health Centre,South East,Surrey,KT18 5NU,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Good,2016-10-25,Good,Good,Good,Good,Good
1-589508826,L84041,Dr S Nelson & Partners,South West,Gloucestershire,GL50 3BP,E54000043,NHS Gloucestershire Integrated Care Board,Registered,Good,2020-10-07,Good,Good,Good,Good,Good
1-589589298,H81089,The Wall House Surgery,South East,Surrey,RH2 9HG,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,,,,,,,
1-589645273,F82002,Haiderian Medical Centre,London,Havering,RM14 2YN,E54000029,NHS North East London Integrated Care Board,Registered,,,,,,,
1-589676470,E82084,Harvey Group Practice,East,Hertfordshire,AL3 5HB,E54000065,NHS Central East Integrated Care Board,Registered,Good,2017-09-11,Good,Good,Good,Good,Good
1-589708255,J82053,Adelaide Medical Centre,South East,Hampshire,SP10 1HA,E54000067,NHS Hampshire and Isle of Wight Integrated Care Board,Registered,Good,2021-08-18,Good,Good,Good,Good,Good
1-589719404,G84004,Stock Hill Surgery,London,Bromley,TN16 3TJ,E54000030,NHS South East London Integrated Care Board,Registered,Good,2016-04-04,Good,Good,Good,Good,Good
1-589733112,M88020,Sherwood House Medical Practice,West Midlands,Birmingham,B17 8DP,E54000055,NHS Birmingham and Solihull Integrated Care Board,Registered,Good,2017-08-01,Good,Good,Good,Good,Good
